TitleType,Title,StartYear,RunTimeMins,Genres
movie,Down and Distance,2010,\N,Family
movie,Sophomore,2012,98,Comedy
movie,Four Stories of St. Julian,2010,85,Crime
movie,Transit,2012,88,Action
movie,The Legend of Awesomest Maximus,2011,90,Action
movie,Spud,2010,103,Comedy
movie,Até Onde?,2011,73,Mystery
movie,The Rogue,2019,\N,Action
movie,This Bitter Earth,2012,76,Drama
movie,Small Town Saturday Night,2010,94,Drama
movie,Bare Knuckles,2010,90,Action
movie,The Evolution of Dad,2010,94,Documentary
movie,Je ne vous oublierai jamais,2010,85,Drama
movie,Boyhood,2014,165,Drama
movie,Costa Rica 3D,2019,82,Adventure
movie,The Ascension,2011,93,Drama
movie,The Vampires of Zanzibar,2010,106,Comedy
movie,For Christ's Sake,2010,\N,Comedy
movie,Water for Elephants,2011,120,Drama
movie,Adult World,2013,97,Comedy
movie,Game of Assassins,2013,80,Action
movie,Monte Carlo,2011,109,Adventure
movie,Footloose,2011,113,Comedy
movie,Cavaliers seuls,2010,\N,Documentary
movie,Sunburnt Angels,2011,119,Comedy
movie,House of Good and Evil,2013,108,Horror
movie,Midnight Son,2011,88,Horror
movie,The Two Deaths of Quincas Wateryell,2010,104,Comedy
movie,Habana Eva,2010,106,Comedy
movie,Good Intentions,2010,84,Comedy
movie,Elvis & Madonna,2010,105,Comedy
movie,The Dead Sleep,2010,94,Drama
movie,The Amazing Adventures of the Living Corpse,2012,88,Action
movie,Blood River,2010,93,Horror
movie,Ghost Rider: Spirit of Vengeance,2011,96,Action
movie,Jelly,2010,104,Comedy
movie,From the Midst of Pain,2010,\N,Documentary
movie,Winchester,2018,99,Biography
movie,Messages Deleted,2010,92,Mystery
movie,Buffalo Girls,2012,65,Documentary
movie,Subway Busker,2010,101,Documentary
movie,The Reverend,2011,98,Horror
movie,See You in September,2010,91,Comedy
movie,Troubadours,2010,\N,Drama
movie,Skyfall,2012,143,Action
movie,Beyond the Grave,2010,89,Action
movie,Jonah Hex,2010,81,Action
movie,The Dark Party,2013,95,Drama
movie,Underground,2010,\N,\N
movie,The Beautiful and Damned,2010,\N,Drama
movie,Dark Shadows,2012,113,Comedy
movie,Krews,2010,105,Action
movie,Psychosomatika,2010,\N,Comedy
movie,Elimination,2010,87,Action
movie,Frances: A Mother Divine,2010,\N,Documentary
movie,Hauntsville,2016,\N,Horror
movie,Hysteria,2010,\N,Horror
movie,The Girl from the Naked Eye,2012,84,Action
movie,Beautiful Noise,2014,87,Documentary
movie,Happiness Runs,2010,88,Drama
movie,10 Years Later,2010,98,Comedy
movie,Jens Jensen: Harmonious World,2010,\N,Documentary
movie,Jerry Cotton,2010,90,Action
